file_names,satellite,year,month,total_rows,missing_values
2016/g15_xrs_1m_20160401_20160430.csv,goes15,2016,4,43200,585
2016/g14_xrs_1m_20160501_20160531.csv,goes14,2016,5,44640,209
2016/g15_xrs_1m_20160601_20160630.csv,goes15,2016,6,43200,73
2016/g15_xrs_1m_20160701_20160731.csv,goes15,2016,7,44640,48
2016/g13_xrs_1m_20160801_20160831.csv,goes13,2016,8,44640,87
2016/g13_xrs_1m_20160901_20160930.csv,goes13,2016,9,43200,2006
2016/g13_xrs_1m_20161001_20161031.csv,goes13,2016,10,44640,883
2016/g15_xrs_1m_20161101_20161130.csv,goes15,2016,11,43200,36
2016/g15_xrs_1m_20161201_20161231.csv,goes15,2016,12,44640,46
2017/g13_xrs_1m_20170101_20170131.csv,goes13,2017,1,44640,65
2017/g13_xrs_1m_20170201_20170228.csv,goes13,2017,2,40320,185
2017/2017-03.csv,goes16,2017,3,44640,0
2017/2017-04.csv,goes16,2017,4,43200,0
2017/2017-05.csv,goes16,2017,5,44640,0
2017/2017-06.csv,goes16,2017,6,43200,0
2017/2017-07.csv,goes16,2017,7,44640,0
2017/2017-08.csv,goes16,2017,8,44640,0
2017/2017-09.csv,goes16,2017,9,43200,0
2017/2017-10.csv,goes16,2017,10,44640,0
2017/2017-11.csv,goes16,2017,11,43200,0
2017/2017-12.csv,goes16,2017,12,44640,0
2018/2018-01.csv,goes16,2018,1,44640,0
2018/2018-02.csv,goes16,2018,2,40320,0
2018/2018-03.csv,goes16,2018,3,44640,0
2018/2018-04.csv,goes16,2018,4,43200,0
2018/2018-05.csv,goes16,2018,5,44640,0
2018/2018-06.csv,goes16,2018,6,43200,0
2018/2018-07.csv,goes16,2018,7,44640,0
2018/2018-08.csv,goes16,2018,8,44640,0
2018/2018-09.csv,goes16,2018,9,43200,0
2018/2018-10.csv,goes16,2018,10,44640,0
2018/2018-11.csv,goes16,2018,11,43200,0
2018/2018-12.csv,goes16,2018,12,44640,0
2019/2019-01.csv,goes16,2019,1,44640,0
2019/2019-02.csv,goes16,2019,2,40320,0
2019/2019-03.csv,goes16,2019,3,44640,0
2019/2019-04.csv,goes16,2019,4,43200,0
2019/2019-05.csv,goes16,2019,5,44640,0
2019/2019-06.csv,goes16,2019,6,43200,0
2019/2019-07.csv,goes16,2019,7,44640,0
2019/2019-08.csv,goes16,2019,8,44640,0
2019/2019-09.csv,goes16,2019,9,43200,0
2019/2019-10.csv,goes16,2019,10,44640,0
2019/2019-11.csv,goes16,2019,11,43200,0
2019/2019-12.csv,goes16,2019,12,44640,0
2020/2020-01.csv,goes16,2020,1,44640,0
2020/2020-02.csv,goes16,2020,2,41760,0
2020/2020-03.csv,goes16,2020,3,44640,0
2020/2020-04.csv,goes16,2020,4,43200,0
2020/2020-05.csv,goes16,2020,5,44640,0
2020/2020-06.csv,goes16,2020,6,43200,0
2020/2020-07.csv,goes16,2020,7,44640,0
2020/2020-08.csv,goes16,2020,8,44640,0
2020/2020-09.csv,goes16,2020,9,43200,0
2020/2020-10.csv,goes16,2020,10,44640,0
2020/2020-11.csv,goes16,2020,11,43200,0
2020/2020-12.csv,goes16,2020,12,44640,0
2021/2021-01.csv,goes16,2021,1,44640,0
2021/2021-02.csv,goes16,2021,2,40320,0
2021/2021-03.csv,goes16,2021,3,44640,0
2021/2021-04.csv,goes16,2021,4,43200,0
2021/2021-05.csv,goes16,2021,5,44640,0
2021/2021-06.csv,goes16,2021,6,43200,0
2021/2021-07.csv,goes16,2021,7,44640,0
2021/2021-08.csv,goes16,2021,8,44640,0
2021/2021-09.csv,goes16,2021,9,43200,0
2021/2021-10.csv,goes16,2021,10,44640,0
2021/2021-11.csv,goes16,2021,11,43200,0
2021/2021-12.csv,goes16,2021,12,44640,0
2022/2022-01.csv,goes16,2022,1,44640,0
2022/2022-02.csv,goes16,2022,2,40320,0
2022/2022-03.csv,goes16,2022,3,44640,0
2022/2022-04.csv,goes16,2022,4,43200,0
2022/2022-05.csv,goes16,2022,5,44640,0
2022/2022-06.csv,goes16,2022,6,43200,0
2022/2022-07.csv,goes16,2022,7,44640,0
2022/2022-08.csv,goes16,2022,8,44640,0
2022/2022-09.csv,goes16,2022,9,43200,0
2022/2022-10.csv,goes16,2022,10,44640,0
2022/2022-11.csv,goes16,2022,11,43200,0
2022/2022-12.csv,goes16,2022,12,44640,0
2023/2023-01.csv,goes16,2023,1,44640,0
2023/2023-02.csv,goes16,2023,2,40320,0
2023/2023-03.csv,goes16,2023,3,44640,0
2023/2023-04.csv,goes16,2023,4,43200,0
2023/2023-05.csv,goes16,2023,5,44640,0
2023/2023-06.csv,goes16,2023,6,43200,0
2023/2023-07.csv,goes16,2023,7,44640,0
2023/2023-08.csv,goes16,2023,8,44640,0
2023/2023-09.csv,goes16,2023,9,43200,0
2023/2023-10.csv,goes16,2023,10,44640,0
2023/2023-11.csv,goes16,2023,11,43200,0
2023/2023-12.csv,goes16,2023,12,44640,0
